
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)"
="",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini",="un_gini"

="oecd_gdp_pc_ppp2017",="-0.0000409",="-0.0000313",="-0.0000466",="-0.0000812",="0.0000142",="0.00229",="-0.000144",="-0.0000286",="0.0000243",="-0.00000500",="-0.0000443",="0.0000567",="-0.0000277",="-0.0000385",="-0.0000255",="-0.0000672",="-0.0000328",="0.0000152",="0.0000163",="-0.0000598",="0.0000122",="-0.0000170",="0.0000117",="-0.0000132",="0.0000543",="0.0000127",="0.0000429",="0.0000137",="0.00000134",="0.0000318",="-0.0000189",="-0.00000613",="-0.00000652",="0.0000666",="0.00000109",="0.0000113",="0.0000931",="-0.0000858",="0.00000842",="0.00000640",="0.0000250",="-0.000000608",="-0.000000827",="-0.0000121",="0.0000102",="0.00000889",="0.0000228",="0.0000238",="0.0000187",="0.0000121",="0.0000119",="-0.00000555",="0.0000120",="0.0000571",="0.0000251"
="",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(.)",="(.)",="(0.0001)",="(0.0001)",="(0.0000)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0000)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)",="(0.0001)"

="manager_inc_ratio50",="6.289",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="(4.4751)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="manager_inc_ratio90",="",="2.515",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="(1.2254)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="prof_inc_ratio50",="",="",="2.623",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="(5.2701)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="prof_inc_ratio90",="",="",="",="4.333*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="(1.7410)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_bus_services",="",="",="",="",="-8.008",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="(11.6929)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_dentist",="",="",="",="",="",="0",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_doctor",="",="",="",="",="",="",="0",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="(.)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_engin",="",="",="",="",="",="",="",="43.11",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="(29.3685)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_finance",="",="",="",="",="",="",="",="",="-11.69",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="(13.1613)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_health_edu_pub",="",="",="",="",="",="",="",="",="",="17.21",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="(10.0497)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_lawyer",="",="",="",="",="",="",="",="",="",="",="-7.848",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="(20.6390)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_legal",="",="",="",="",="",="",="",="",="",="",="",="-19.47",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="(22.1870)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_manager_occ",="",="",="",="",="",="",="",="",="",="",="",="",="-3.676",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="(6.9222)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_mfg_mining",="",="",="",="",="",="",="",="",="",="",="",="",="",="-10.06",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(9.5286)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_not_elite_occ",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.633",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(7.5278)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_prof_occ",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="11.89",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(11.1574)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="sh_top1_technicians",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-14.41",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(14.9462)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="xhealth",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.258",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.9254)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="Elite_regs",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.320",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(1.5106)",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""

="xcomp_share_gdp",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-22.50*",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
